Date,Time,Value,Timestamp,Note
10/16/22,13:41:31,1,1665938491182,
10/16/22,20:39:23,1,1665963563954,
10/17/22,06:54:32,1,1666000472176,
10/17/22,12:43:00,1,1666021380360,
10/17/22,19:24:49,1,1666045489822,
10/17/22,22:42:30,1,1666057350606,
10/18/22,07:28:00,1,1666088880651,
10/18/22,14:54:28,1,1666115668192,
10/18/22,14:54:45,1,1666115685601,
10/18/22,19:35:01,1,1666132501193,
10/19/22,06:40:44,1,1666172444557,
10/19/22,12:32:15,1,1666193535926,
10/19/22,13:22:57,1,1666196577370,
10/19/22,19:35:03,1,1666218903414,
10/20/22,06:07:54,1,1666256874218,
10/20/22,07:24:07,1,1666261447507,
10/20/22,12:54:20,1,1666281260617,
10/20/22,21:44:53,1,1666313093259,
10/20/22,23:46:21,1,1666320381838,
10/21/22,08:01:45,1,1666350105892,
10/21/22,09:47:50,1,1666356470513,
10/21/22,13:32:51,1,1666369971428,
10/21/22,17:24:23,1,1666383863856,
10/21/22,23:10:54,1,1666404654020,
10/21/22,23:30:00,1,1666405800747,
10/22/22,08:37:09,1,1666438629454,
10/22/22,13:37:23,1,1666456643865,
10/22/22,18:11:46,1,1666473106298,
10/22/22,19:59:08,1,1666479548005,
10/23/22,07:23:43,1,1666520623655,
10/23/22,09:06:08,1,1666526768063,
10/23/22,11:40:50,1,1666536050575,
10/23/22,23:16:00,1,1666577760805,
10/23/22,23:16:06,1,1666577766930,
10/23/22,23:16:08,1,1666577768137,
10/24/22,06:27:17,1,1666603637122,
10/24/22,13:00:05,1,1666627205341,
10/24/22,14:09:58,1,1666631398960,
10/24/22,16:52:39,1,1666641159562,
10/24/22,21:54:17,1,1666659257830,
10/25/22,06:39:03,1,1666690743306,
10/25/22,12:16:10,1,1666710970791,
10/25/22,14:19:14,1,1666718354500,
10/25/22,17:51:36,1,1666731096209,
10/25/22,20:44:50,1,1666741490084,
10/25/22,22:46:31,1,1666748791159,
10/26/22,07:22:52,1,1666779772424,
10/26/22,10:56:03,1,1666792563315,
10/26/22,23:41:46,1,1666838506499,
10/27/22,09:32:13,1,1666873933715,
10/27/22,14:47:13,1,1666892833441,
10/27/22,17:36:49,1,1666903009255,
10/27/22,19:50:24,1,1666911024837,
10/27/22,22:00:42,1,1666918842939,
10/28/22,08:15:34,1,1666955734351,
10/29/22,20:01:03,1,1667084463199,
10/30/22,18:22:11,1,1667164931540,
10/30/22,18:22:14,1,1667164934297,
10/30/22,18:22:18,1,1667164938819,
10/31/22,12:57:10,1,1667231830722,
10/31/22,18:10:42,1,1667250642575,
11/1/22,07:03:58,1,1667297038720,
11/1/22,12:40:36,1,1667317236131,
11/1/22,17:22:21,1,1667334141118,
11/2/22,08:01:57,1,1667386917565,
11/2/22,13:20:12,1,1667406012965,
11/2/22,15:09:40,1,1667412580281,
11/2/22,17:26:41,1,1667420801850,
11/3/22,07:17:40,1,1667470660219,
11/3/22,12:49:13,1,1667490553826,
11/3/22,15:10:58,1,1667499058454,
11/3/22,15:57:48,1,1667501868190,
11/3/22,21:33:27,1,1667522007792,
11/3/22,21:56:47,1,1667523407789,
11/4/22,08:07:49,1,1667560069035,
11/4/22,12:07:55,1,1667574475629,
11/4/22,14:31:35,1,1667583095269,
11/4/22,22:28:16,1,1667611696927,
11/4/22,22:42:59,1,1667612579406,
11/4/22,23:54:05,1,1667616845710,
11/4/22,23:56:29,1,1667616989264,
11/5/22,09:19:14,1,1667650754953,
11/5/22,20:22:00,1,1667690520510,
11/5/22,21:30:00,1,1667694600306,
11/5/22,23:22:00,1,1667701320956,
11/6/22,00:27:00,1,1667705220783,
11/6/22,10:06:28,1,1667739988997,
11/6/22,15:26:24,1,1667759184276,
11/6/22,19:36:06,1,1667774166373,
11/6/22,23:01:13,1,1667786473012,
11/7/22,13:08:23,1,1667837303449,
11/7/22,18:22:31,1,1667856151811,
11/8/22,06:35:17,1,1667900117663,
11/8/22,13:08:04,1,1667923684434,
11/8/22,20:27:14,1,1667950034720,
11/9/22,13:11:52,1,1668010312205,
11/10/22,07:51:39,1,1668077499514,
11/10/22,15:57:33,1,1668106653884,
11/10/22,20:52:29,1,1668124349669,
11/10/22,21:20:23,1,1668126023483,
11/11/22,16:48:08,1,1668196088123,
11/11/22,18:57:02,1,1668203822161,
11/11/22,21:26:36,1,1668212796457,
11/12/22,09:20:47,1,1668255647766,
11/12/22,09:20:51,1,1668255651586,
11/12/22,09:20:53,1,1668255653989,
11/12/22,16:01:14,1,1668279674490,
11/12/22,20:16:23,1,1668294983512,
11/13/22,01:05:45,1,1668312345588,
11/13/22,11:15:21,1,1668348921578,
11/13/22,17:49:45,1,1668372585857,
11/13/22,21:21:40,1,1668385300924,
11/14/22,08:16:53,1,1668424613866,
11/14/22,15:47:31,1,1668451651336,
11/14/22,19:30:50,1,1668465050334,
11/15/22,00:06:17,1,1668481577215,
11/15/22,09:56:03,1,1668516963765,
11/15/22,14:20:51,1,1668532851092,
11/15/22,14:42:47,1,1668534167342,
11/15/22,15:21:12,1,1668536472686,
11/15/22,15:42:17,1,1668537737651,
11/15/22,21:13:18,1,1668557598231,
11/16/22,07:51:29,1,1668595889697,
11/16/22,17:20:22,1,1668630022129,
11/17/22,00:53:20,1,1668657200926,
11/17/22,07:49:42,1,1668682182551,
11/17/22,14:22:59,1,1668705779189,
11/18/22,05:38:40,1,1668760720502,
11/18/22,05:38:41,1,1668760721022,
11/18/22,05:38:41,1,1668760721756,
11/18/22,05:38:42,1,1668760722473,
11/18/22,15:27:34,1,1668796054379,
11/18/22,17:41:30,1,1668804090491,
11/18/22,21:09:01,1,1668816541440,
11/18/22,23:11:00,1,1668823860813,
11/18/22,23:25:23,1,1668824723992,
11/19/22,00:51:38,1,1668829898895,
11/19/22,11:11:04,1,1668867064625,
11/19/22,16:33:20,1,1668886400746,
11/19/22,21:20:37,1,1668903637849,
11/20/22,08:48:41,1,1668944921363,
11/20/22,20:42:23,1,1668987743827,
11/20/22,20:42:32,1,1668987752467,
11/21/22,00:03:21,1,1668999801452,
11/21/22,10:25:56,1,1669037156648,
11/21/22,13:30:58,1,1669048258007,
11/21/22,19:17:08,1,1669069028863,
11/21/22,23:06:23,1,1669082783051,
11/22/22,20:02:13,1,1669158133360,
11/22/22,20:02:14,1,1669158134646,
11/23/22,07:05:27,1,1669197927691,
11/23/22,14:03:02,1,1669222982597,
11/23/22,15:22:50,1,1669227770993,
11/24/22,16:43:44,1,1669319024383,
11/24/22,16:43:53,1,1669319033516,
11/24/22,22:51:45,1,1669341105103,
11/25/22,09:32:37,1,1669379557955,
11/25/22,12:31:15,1,1669390275493,
11/25/22,19:01:02,1,1669413662915,
11/26/22,00:27:06,1,1669433226675,
11/26/22,00:27:07,1,1669433227525,
11/26/22,00:27:19,1,1669433239330,
11/26/22,07:23:32,1,1669458212554,
11/26/22,12:03:42,1,1669475022424,
11/26/22,14:28:45,1,1669483725646,
11/26/22,18:17:20,1,1669497440796,
11/26/22,20:07:11,1,1669504031042,
11/26/22,22:50:14,1,1669513814320,
11/27/22,11:58:56,1,1669561136757,
11/27/22,11:58:58,1,1669561138236,
11/27/22,15:12:46,1,1669572766810,
11/27/22,18:37:51,1,1669585071014,
11/27/22,22:47:36,1,1669600056754,
11/28/22,13:48:23,1,1669654103557,
11/28/22,23:08:44,1,1669687724717,
11/28/22,23:08:46,1,1669687726140,
11/29/22,07:36:00,1,1669718160692,
11/29/22,16:30:00,1,1669750200668,
11/29/22,16:30:02,1,1669750202023,
11/30/22,07:11:59,1,1669803119904,
11/30/22,21:13:24,1,1669853604975,
11/30/22,21:13:25,1,1669853605594,
11/30/22,21:13:28,1,1669853608334,
12/1/22,16:18:41,1,1669922321578,
12/1/22,16:18:46,1,1669922326456,
12/1/22,20:14:29,1,1669936469448,
12/1/22,20:14:30,1,1669936470562,
12/1/22,22:38:45,1,1669945125701,
12/2/22,07:58:29,1,1669978709852,
12/2/22,14:53:13,1,1670003593941,
12/2/22,20:00:18,1,1670022018949,
12/3/22,13:50:26,1,1670086226685,
12/3/22,13:50:27,1,1670086227911,
12/3/22,19:32:56,1,1670106776942,
12/3/22,19:32:59,1,1670106779517,
12/4/22,11:58:30,2,1670165910718,
12/4/22,20:05:40,1,1670195140413,
12/5/22,07:01:14,1,1670234474273,
12/5/22,20:08:48,1,1670281728381,
12/5/22,20:08:52,1,1670281732734,
12/6/22,13:04:55,1,1670342695952,
12/6/22,13:09:47,1,1670342987782,
12/6/22,16:44:18,1,1670355858549,
12/7/22,12:19:33,1,1670426373580,
12/7/22,21:36:23,1,1670459783218,
12/8/22,00:35:46,1,1670470546596,
12/8/22,00:35:48,1,1670470548370,
